,ext.C,ext.N,ext.O,ext.S,core.C,core.N,core.O,core.S,cave.C,cave.N,cave.O,cave.S,ext.Volume,ext.Log(Solubility (m at 20ºC)),ext.Hydrophobicity,ext.Isoelectric point,ext.P(helix),ext.nOats in side chain,ext.nSats in side chain,ext.nNats in side chain,ext.Steric hindrance,ext.nH-bonds,ext.Vol / log(solub),ext.Vol / P(helix),ext.Vol / P(sheet),ext.log(Solub) x Flex,ext.Steric hindrance x Flexibility,ext.Flexibility,ext.P(helix)+P(sheet),ext.log(Solub) x Hydrophobicity,ext.Hydrophobicity x Flex.,ext.V / (P(helix)+P(sheet)),ext.Steric hindrance / P(helix),ext.Isoelectric point / P(sheet),ext.P(sheet),ext.Vol x isoelectric point,ext.Isoelectric point / P(helix),ext.P(helix) / P(sheet),ext.Steric hindrance / P(sheet),ext.P(helix) x Flex.,core.Volume,core.Log(Solubility (m at 20ºC)),core.Hydrophobicity,core.Isoelectric point,core.P(helix),core.nOats in side chain,core.nSats in side chain,core.nNats in side chain,core.Steric hindrance,core.nH-bonds,core.Vol / log(solub),core.Vol / P(helix),core.Vol / P(sheet),core.log(Solub) x Flex,core.Steric hindrance x Flexibility,core.Flexibility,core.P(helix)+P(sheet),core.log(Solub) x Hydrophobicity,core.Hydrophobicity x Flex.,core.V / (P(helix)+P(sheet)),core.Steric hindrance / P(helix),core.Isoelectric point / P(sheet),core.P(sheet),core.Vol x isoelectric point,core.Isoelectric point / P(helix),core.P(helix) / P(sheet),core.Steric hindrance / P(sheet),core.P(helix) x Flex.,cave.Volume,cave.Log(Solubility (m at 20ºC)),cave.Hydrophobicity,cave.Isoelectric point,cave.P(helix),cave.nOats in side chain,cave.nSats in side chain,cave.nNats in side chain,cave.Steric hindrance,cave.nH-bonds,cave.Vol / log(solub),cave.Vol / P(helix),cave.Vol / P(sheet),cave.log(Solub) x Flex,cave.Steric hindrance x Flexibility,cave.Flexibility,cave.P(helix)+P(sheet),cave.log(Solub) x Hydrophobicity,cave.Hydrophobicity x Flex.,cave.V / (P(helix)+P(sheet)),cave.Steric hindrance / P(helix),cave.Isoelectric point / P(sheet),cave.P(sheet),cave.Vol x isoelectric point,cave.Isoelectric point / P(helix),cave.P(helix) / P(sheet),cave.Steric hindrance / P(sheet),cave.P(helix) x Flex.,cave.Score,cave.Druggability_Score,cave.Number_of_Alpha_Spheres,cave.Total_SASA,cave.Polar_SASA,cave.Apolar_SASA,cave.Volume.1,cave.Mean_local_hydrophobic_density,cave.Mean_alpha_sphere_radius,cave.Mean_alp._sph._solvent_access,cave.Apolar_alpha_sphere_proportion,cave.Hydrophobicity_score,cave.Volume_score,cave.Polarity_score,cave.Charge_score,cave.Proportion_of_polar_atoms,cave.Alpha_sphere_density,cave.Cent._of_mass_-_Alpha_Sphere_max_dist,cave.Flexibility.1,Cofactor,cave.hydrophobic,cave.aromatic,cave.polar_uncharged,cave.cationic,cave.anionic,core.hydrophobic,core.aromatic,core.polar_uncharged,core.cationic,core.anionic,ext.hydrophobic,ext.aromatic,ext.polar_uncharged,ext.cationic,ext.anionic
8HDD_A:GLY:278,4.961340206185567,1.4329896907216495,1.5206185567010309,0.0257731958762886,4.950704225352113,1.1901408450704225,1.267605633802817,0.0845070422535211,1.2,0.4,0.6666666666666666,0.0,132.48118556701027,-0.2936053209351482,0.1905670103092784,6.278969072164949,0.2776546391752577,0.520618556701031,0.0257731958762886,0.4329896907216495,2.117474226804124,2.2577319587628866,182.15516769871547,514.8840198081218,475.0215005449832,-3.0147039955024826,16.73892268041237,11.931958762886598,0.5678350515463917,-0.0925154152451201,0.0840927835051543,233.74707182034905,8.449764623031573,23.43724561947333,0.290180412371134,857.8501829896908,26.173669436313947,1.0466477967734211,6.944428349596845,3.008144329896908,134.0767605633803,-0.3238024779839258,0.7783098591549293,6.0609859154929575,0.2974647887323944,0.2676056338028169,0.0845070422535211,0.1901408450704225,2.403661971830985,1.1549295774647887,-116.68347606380848,484.1764049043363,422.6105827411523,-1.3392024578003612,19.867429577464787,12.26619718309859,0.6254225352112677,-0.466474455842338,6.021478873239437,214.80191269136216,8.70983970958135,20.48158389111492,0.3279577464788732,815.8826338028169,23.30760524769773,1.0048770689473765,6.944766872630916,3.413654929577465,133.78,-0.3981329941374382,0.0346666666666666,6.359999999999999,0.2686666666666666,0.6,0.0,0.5333333333333333,2.204,2.6666666666666665,316.6681357914527,523.2325729209064,484.8832070379274,-2.896564376953361,13.654933333333332,11.586666666666668,0.5653333333333334,-0.0510236826602846,-1.9158666666666664,237.5112212651848,8.548850257766924,24.334823519750348,0.2966666666666666,884.6875333333335,27.21148144756477,1.0231475885418635,6.905394175211352,2.4718000000000004,-0.099,0.0,40,111.886,56.335,55.551,532.803,9.0,3.908,0.528,0.25,25.4,4.7,7,-1,42.308,3.645,8.909,0.614,Vacant,0.4,0.0666666666666666,0.1333333333333333,0.2,0.2,0.6197183098591549,0.0985915492957746,0.2112676056338028,0.028169014084507,0.0422535211267605,0.4097938144329897,0.0876288659793814,0.2061855670103092,0.1469072164948453,0.1494845360824742
8HDD_A:ASP:301,4.961340206185567,1.4329896907216495,1.5206185567010309,0.0257731958762886,4.950704225352113,1.1901408450704225,1.267605633802817,0.0845070422535211,2.2,0.4,0.8,0.0,132.48118556701027,-0.2936053209351482,0.1905670103092784,6.278969072164949,0.2776546391752577,0.520618556701031,0.0257731958762886,0.4329896907216495,2.117474226804124,2.2577319587628866,182.15516769871547,514.8840198081218,475.0215005449832,-3.0147039955024826,16.73892268041237,11.931958762886598,0.5678350515463917,-0.0925154152451201,0.0840927835051543,233.74707182034905,8.449764623031573,23.43724561947333,0.290180412371134,857.8501829896908,26.173669436313947,1.0466477967734211,6.944428349596845,3.008144329896908,134.0767605633803,-0.3238024779839258,0.7783098591549293,6.0609859154929575,0.2974647887323944,0.2676056338028169,0.0845070422535211,0.1901408450704225,2.403661971830985,1.1549295774647887,-116.68347606380848,484.1764049043363,422.6105827411523,-1.3392024578003612,19.867429577464787,12.26619718309859,0.6254225352112677,-0.466474455842338,6.021478873239437,214.80191269136216,8.70983970958135,20.48158389111492,0.3279577464788732,815.8826338028169,23.30760524769773,1.0048770689473765,6.944766872630916,3.413654929577465,151.14,-0.17169966131362,-0.052,7.229999999999999,0.2719999999999999,0.4,0.0,0.8,2.288,2.8,782.8499400335966,590.5729487179489,540.9503749570001,-6.6280246448175815,14.360199999999995,7.140000000000001,0.5599999999999999,0.0395446702250605,-1.9472,267.19316715203377,9.8289423076923,25.92621052631578,0.288,1143.4936,28.81195512820512,1.0094023621144372,7.989956656346749,2.0074,-0.056,0.001,16,68.685,20.38,48.305,536.831,6.0,4.428,0.727,0.438,29.0,4.0,3,0,42.857,2.66,5.709,0.144,Vacant,0.2,0.2,0.0,0.4,0.2,0.6197183098591549,0.0985915492957746,0.2112676056338028,0.028169014084507,0.0422535211267605,0.4097938144329897,0.0876288659793814,0.2061855670103092,0.1469072164948453,0.1494845360824742
8OG3_A:GLN:41,4.859649122807017,1.3801169590643274,1.567251461988304,0.0058479532163742,5.088888888888889,1.1333333333333333,1.1777777777777778,0.0888888888888888,1.3333333333333333,0.8666666666666667,0.9333333333333332,0.0,131.34269005847955,-0.3396791582413024,0.1602923976608186,6.114619883040937,0.3012280701754386,0.5614035087719298,0.0058479532163742,0.3801169590643274,2.0195321637426904,2.1871345029239766,71.87408001314074,465.9020312658741,483.0617031995643,-2.964381177459684,18.653631578947373,12.597660818713448,0.5809941520467836,-0.1045031512341174,0.5510526315789472,226.97959853008985,7.276635568058698,23.152565256283765,0.279766081871345,828.4939181286551,22.83912147806539,1.1607857325673543,6.913402356417672,3.488631578947368,138.38888888888889,-0.2513631048048915,0.9315555555555556,6.127111111111112,0.2933333333333334,0.1777777777777777,0.0888888888888888,0.1333333333333333,2.636444444444444,0.8444444444444444,-117.93265140175774,496.0210643823682,402.3472473106681,-1.473506675237561,19.51551111111111,10.386666666666668,0.654,-0.4739873894539678,6.295422222222222,212.5785066919336,9.6266690107342,18.654334505182195,0.3606666666666666,854.1045555555556,22.99556714516167,0.8968527311649148,7.11223865822842,2.9592444444444443,134.93333333333334,-0.4542374607583415,-0.1793333333333333,6.2026666666666666,0.2866666666666665,0.8666666666666667,0.0,0.8,1.9453333333333336,4.066666666666666,339.43017801344223,498.1028788495457,510.9943085290289,-5.000702702952861,18.280866666666665,11.12,0.5633333333333334,0.0690776536550826,-3.4122666666666666,239.7939293234072,7.645117894451224,23.45745940238623,0.2766666666666666,862.4875333333333,23.86272093338757,1.1180527856375366,7.03497584222159,2.8803333333333336,0.106,0.0,88,297.124,206.552,90.572,2388.449,4.333,4.602,0.56,0.068,-8.467,4.067,13,0,57.447,7.298,21.111,0.184,Vacant,0.1333333333333333,0.0666666666666666,0.5333333333333333,0.1333333333333333,0.1333333333333333,0.6888888888888889,0.0888888888888888,0.1555555555555555,0.0444444444444444,0.0222222222222222,0.3801169590643274,0.0760233918128654,0.239766081871345,0.1345029239766081,0.1695906432748538
8OFW_A:GLU:346,4.7180451127819545,1.5112781954887218,1.406015037593985,0.0075187969924812,4.773809523809524,1.0833333333333333,1.2023809523809523,0.0,1.625,0.625,0.875,0.0,128.34135338345862,-0.171938176235793,0.2385714285714285,6.440375939849624,0.2830827067669173,0.4060150375939849,0.0075187969924812,0.5112781954887218,2.071954887218045,2.1203007518796992,337.5414229625251,489.8104848285645,469.9102966168605,-1.187711566287201,17.08142857142857,13.098496240601504,0.5660526315789473,-0.0889521636947188,0.9924135338345864,227.38519277267528,7.981226458662397,24.785661137102363,0.2829699248120301,860.2716616541355,26.3661687216201,1.0792040967627243,6.884349520092361,3.302973684210526,129.68095238095236,-0.2977878432665676,0.8617857142857143,5.971428571428572,0.3047619047619048,0.2023809523809523,0.0,0.0833333333333333,2.32,0.7023809523809523,-113.98283999765243,455.9689617371165,416.15549839236536,0.1808673791128179,17.60826190476191,13.20595238095238,0.6255952380952381,-0.5200487681633923,5.464071428571429,207.96048495247908,7.903982505039057,21.19221229533236,0.3208333333333333,773.0886428571428,22.70274290414173,1.051465022205956,6.595386788854943,3.631119047619048,148.575,-0.7741523955919161,0.205,5.94,0.29,0.75,0.0,0.625,2.41875,3.0,286.86083879348774,524.2395502645504,499.2897097927748,-6.636960423267929,19.775,10.0875,0.605,-0.3043879457658125,-0.1307500000000002,245.2288607095124,8.673869047619052,19.92830085885445,0.3149999999999999,914.80425,21.226031746031744,1.03181698802756,7.728897406844638,2.668,-0.063,0.0,35,121.917,73.612,48.305,1364.603,14.0,5.279,0.743,0.429,-7.6,5.0,4,0,50.0,3.968,8.406,0.274,Vacant,0.125,0.25,0.25,0.125,0.25,0.7738095238095238,0.0714285714285714,0.1309523809523809,0.0,0.0238095238095238,0.4962406015037593,0.0488721804511278,0.1804511278195488,0.1541353383458646,0.1203007518796992
8OFW_A:PRO:3,4.7180451127819545,1.5112781954887218,1.406015037593985,0.0075187969924812,4.773809523809524,1.0833333333333333,1.2023809523809523,0.0,1.9230769230769231,0.3846153846153846,0.6153846153846154,0.0769230769230769,128.34135338345862,-0.171938176235793,0.2385714285714285,6.440375939849624,0.2830827067669173,0.4060150375939849,0.0075187969924812,0.5112781954887218,2.071954887218045,2.1203007518796992,337.5414229625251,489.8104848285645,469.9102966168605,-1.187711566287201,17.08142857142857,13.098496240601504,0.5660526315789473,-0.0889521636947188,0.9924135338345864,227.38519277267528,7.981226458662397,24.785661137102363,0.2829699248120301,860.2716616541355,26.3661687216201,1.0792040967627243,6.884349520092361,3.302973684210526,129.68095238095236,-0.2977878432665676,0.8617857142857143,5.971428571428572,0.3047619047619048,0.2023809523809523,0.0,0.0833333333333333,2.32,0.7023809523809523,-113.98283999765243,455.9689617371165,416.15549839236536,0.1808673791128179,17.60826190476191,13.20595238095238,0.6255952380952381,-0.5200487681633923,5.464071428571429,207.96048495247908,7.903982505039057,21.19221229533236,0.3208333333333333,773.0886428571428,22.70274290414173,1.051465022205956,6.595386788854943,3.631119047619048,144.9923076923077,-0.2212244580558807,0.5099999999999999,6.879230769230768,0.3346153846153846,0.1538461538461538,0.0769230769230769,0.5384615384615384,2.189230769230769,1.6153846153846154,480.7544814894809,462.835508602209,517.9839413344724,-1.6189312768288309,16.26207692307692,10.369230769230768,0.6230769230769231,-0.3753569591871804,5.899230769230769,233.4002973696528,7.119040152567477,25.59470137914912,0.2884615384615384,1023.8112307692307,23.92780835430128,1.2239284786330349,7.293817750263338,3.2442307692307697,-0.099,0.0,30,119.562,86.956,32.606,1146.664,2.0,4.664,0.667,0.1,-22.167,5.833,5,3,65.0,3.741,7.671,0.699,Vacant,0.6923076923076923,0.0,0.0,0.2307692307692307,0.0769230769230769,0.7738095238095238,0.0714285714285714,0.1309523809523809,0.0,0.0238095238095238,0.4962406015037593,0.0488721804511278,0.1804511278195488,0.1541353383458646,0.1203007518796992
8J79_A:PRO:693,4.959821428571429,1.3883928571428572,1.5345982142857142,0.03125,4.889460154241645,1.19280205655527,1.262210796915167,0.0822622107969151,1.3125,0.375,0.9375,0.0,134.43080357142858,-0.3232662141044489,0.2504017857142857,6.230524553571428,0.2884151785714285,0.5345982142857143,0.03125,0.3883928571428571,2.139073660714286,2.247767857142857,95.49849157305728,497.1253416729168,477.85193004762135,-2.697122170288008,18.28397544642857,11.9671875,0.5813950892857143,-0.1716087044870652,1.588002232142857,231.3624469514617,8.10391860839836,22.847147844014945,0.2929799107142857,861.1101584821429,24.761813086897632,1.0715130222954772,6.999965282229836,3.081493303571429,131.3547557840617,-0.2599709404204272,0.7480719794344473,6.097686375321338,0.2798971722365039,0.2596401028277635,0.0822622107969151,0.1928020565552699,2.280077120822622,1.2519280205655527,-100.32873233784304,498.41791649661087,419.6328077652259,-0.4935948408955943,19.071946015424164,13.522622107969152,0.6031876606683805,-0.449879577313232,6.164539845758354,217.7647220749098,8.493287909561959,21.273963618852296,0.3232904884318766,805.8681696658098,25.18060322176161,0.9496667210985988,6.530094942653749,3.31539588688946,125.65625,-0.1975640468123718,0.2518749999999999,6.001874999999999,0.280625,0.5625,0.0,0.4375,2.3175000000000003,2.125,90.33509593427644,495.93965201465215,441.9044914260703,-2.858684221970273,19.2559375,10.925,0.57875,0.0997734883307076,-0.151125,219.1621199298037,9.628965710215708,20.81456474431754,0.298125,777.3991249999999,24.56547110297111,1.040283509266259,7.655486072526254,3.1566250000000005,-0.026,0.001,20,78.188,21.429,56.759,266.326,10.0,3.99,0.459,0.55,46.125,5.25,3,0,23.529,3.18,6.117,0.201,Vacant,0.4375,0.0,0.3125,0.0625,0.1875,0.5629820051413882,0.1208226221079691,0.2467866323907455,0.0385604113110539,0.0308483290488431,0.3850446428571428,0.0736607142857142,0.2533482142857143,0.1428571428571428,0.1450892857142857
8PUN_A:GLU:244,5.02621722846442,1.4868913857677903,1.4906367041198505,0.0299625468164794,4.674157303370786,1.1235955056179776,1.2247191011235956,0.0561797752808988,1.9230769230769231,0.4615384615384615,0.7692307692307693,0.0,132.62659176029962,-0.2739997688030719,0.2968913857677902,6.211685393258428,0.2939700374531834,0.4756554307116105,0.0299625468164794,0.4419475655430712,2.073220973782772,2.1385767790262173,154.17907201211173,488.369010660498,474.0260879082117,-1.2043532035240827,16.57561797752809,12.214232209737826,0.5824344569288389,-0.1851998602207016,1.5576629213483142,227.65196666491173,7.777722916904019,23.32244377101498,0.2884644194756555,841.8139063670412,24.804670360894647,1.1080874593690508,6.782192920001048,3.2305767790262165,128.27977528089886,-0.2370076994116063,0.8059550561797754,5.960337078651686,0.3034831460674157,0.2247191011235955,0.0561797752808988,0.1235955056179775,2.219325842696629,0.8764044943820225,-117.37634828220642,452.6646918050403,421.65110121888944,0.625995921692901,19.147123595505622,13.997752808988764,0.6144943820224719,-0.4466145031182117,6.426696629213485,208.7402849623084,7.61825555763254,21.335229959806988,0.3110112359550561,764.3179550561799,22.87398150034704,1.065030367950711,6.55304419312228,3.8004494382022473,143.26153846153846,-0.3631379968732774,0.696923076923077,5.605384615384616,0.31,0.5384615384615384,0.0,0.2307692307692307,2.5953846153846154,1.6923076923076923,-230.7583738590917,517.2888411446106,457.3753744875517,-3.029061795727192,13.309384615384614,6.246153846153846,0.6415384615384615,-0.2460532651276056,2.502923076923077,223.4716472884675,10.218965631946398,17.654325478168385,0.3315384615384615,801.6164615384615,22.195806721768257,1.0737268609029544,7.625740250859938,2.245384615384616,0.03,0.012,37,104.643,44.262,60.381,1319.346,20.0,4.79,0.741,0.568,19.0,3.333,4,1,41.667,4.265,9.868,0.183,Vacant,0.5384615384615384,0.0769230769230769,0.2307692307692307,0.0,0.1538461538461538,0.6853932584269663,0.0674157303370786,0.2134831460674157,0.0,0.0337078651685393,0.445692883895131,0.0823970037453183,0.247191011235955,0.1086142322097378,0.1161048689138576
8J79_A:VAL:684,4.959821428571429,1.3883928571428572,1.5345982142857142,0.03125,4.889460154241645,1.19280205655527,1.262210796915167,0.0822622107969151,1.181818181818182,0.5,0.7272727272727273,0.0,134.43080357142858,-0.3232662141044489,0.2504017857142857,6.230524553571428,0.2884151785714285,0.5345982142857143,0.03125,0.3883928571428571,2.139073660714286,2.247767857142857,95.49849157305728,497.1253416729168,477.85193004762135,-2.697122170288008,18.28397544642857,11.9671875,0.5813950892857143,-0.1716087044870652,1.588002232142857,231.3624469514617,8.10391860839836,22.847147844014945,0.2929799107142857,861.1101584821429,24.761813086897632,1.0715130222954772,6.999965282229836,3.081493303571429,131.3547557840617,-0.2599709404204272,0.7480719794344473,6.097686375321338,0.2798971722365039,0.2596401028277635,0.0822622107969151,0.1928020565552699,2.280077120822622,1.2519280205655527,-100.32873233784304,498.41791649661087,419.6328077652259,-0.4935948408955943,19.071946015424164,13.522622107969152,0.6031876606683805,-0.449879577313232,6.164539845758354,217.7647220749098,8.493287909561959,21.273963618852296,0.3232904884318766,805.8681696658098,25.18060322176161,0.9496667210985988,6.530094942653749,3.31539588688946,147.80454545454543,-0.4999274099830311,0.1754545454545454,6.681818181818182,0.3145454545454545,0.5,0.0,0.6818181818181818,2.488636363636364,2.772727272727273,259.14611711661763,490.654910829911,503.42097768894814,-4.549954985907844,17.801454545454547,8.04090909090909,0.631818181818182,-0.2423695793280633,0.9655454545454548,236.9196138359264,8.631123182373182,23.0200807277288,0.3172727272727272,1013.8012272727276,22.462097485847483,1.1187116067878329,7.856946414903529,2.474818181818182,-0.08,0.0,42,162.053,89.595,72.458,2691.436,9.0,5.653,0.745,0.238,-12.222,4.556,8,0,53.846,5.528,13.42,0.603,Vacant,0.3181818181818182,0.0909090909090909,0.2272727272727272,0.2272727272727272,0.1363636363636363,0.5629820051413882,0.1208226221079691,0.2467866323907455,0.0385604113110539,0.0308483290488431,0.3850446428571428,0.0736607142857142,0.2533482142857143,0.1428571428571428,0.1450892857142857
8PUN_A:ARG:168,5.02621722846442,1.4868913857677903,1.4906367041198505,0.0299625468164794,4.674157303370786,1.1235955056179776,1.2247191011235956,0.0561797752808988,2.0,0.25,1.25,0.0,132.62659176029962,-0.2739997688030719,0.2968913857677902,6.211685393258428,0.2939700374531834,0.4756554307116105,0.0299625468164794,0.4419475655430712,2.073220973782772,2.1385767790262173,154.17907201211173,488.369010660498,474.0260879082117,-1.2043532035240827,16.57561797752809,12.214232209737826,0.5824344569288389,-0.1851998602207016,1.5576629213483142,227.65196666491173,7.777722916904019,23.32244377101498,0.2884644194756555,841.8139063670412,24.804670360894647,1.1080874593690508,6.782192920001048,3.2305767790262165,128.27977528089886,-0.2370076994116063,0.8059550561797754,5.960337078651686,0.3034831460674157,0.2247191011235955,0.0561797752808988,0.1235955056179775,2.219325842696629,0.8764044943820225,-117.37634828220642,452.6646918050403,421.65110121888944,0.625995921692901,19.147123595505622,13.997752808988764,0.6144943820224719,-0.4466145031182117,6.426696629213485,208.7402849623084,7.61825555763254,21.335229959806988,0.3110112359550561,764.3179550561799,22.87398150034704,1.065030367950711,6.55304419312228,3.8004494382022473,141.875,-0.3113254043104916,0.0275,6.3925,0.32,0.75,0.0,0.75,2.35,3.5,792.5973999132179,452.964285714286,510.2373015873016,0.6151457929462381,16.44675,10.0,0.6174999999999999,-0.1001190897276176,-1.6725,227.90704202446025,7.682738095238103,22.863412698412706,0.2975,951.035,21.455952380952365,1.2052380952380952,7.694563492063493,2.687,0.012,0.005,36,116.191,61.848,54.343,1605.973,19.0,4.563,0.753,0.556,24.429,5.571,6,3,39.286,4.442,10.137,0.474,Vacant,0.25,0.0,0.25,0.25,0.25,0.6853932584269663,0.0674157303370786,0.2134831460674157,0.0,0.0337078651685393,0.445692883895131,0.0823970037453183,0.247191011235955,0.1086142322097378,0.1161048689138576
8KCZ_A:ASP:145,4.561855670103093,1.3608247422680413,1.559278350515464,0.0206185567010309,4.562962962962963,1.0740740740740742,1.2148148148148148,0.0444444444444444,1.5,0.3333333333333333,0.6666666666666666,0.0,123.93814432989689,-0.2774052574918756,0.1779123711340205,5.997010309278351,0.2845876288659793,0.5592783505154639,0.0206185567010309,0.3608247422680412,1.8809020618556704,2.164948453608248,134.92202081126825,472.2641681554247,470.4542626710252,-1.586897792882936,18.13253865979381,14.825515463917522,0.5553350515463917,-0.0611180231509259,0.787226804123711,223.7595863895687,7.1190847803486434,23.991060074293497,0.2707474226804123,761.9940721649485,25.02845026479725,1.130305965912753,6.463041037815841,3.677809278350516,124.5837037037037,-0.1960865985384152,0.7418518518518517,5.955407407407407,0.29,0.2148148148148148,0.0444444444444444,0.074074074074074,2.138592592592592,0.7185185185185186,-52.1527808852167,461.530371784208,415.0878203602914,1.1623473766523884,17.132970370370366,14.925185185185184,0.599925925925926,-0.3929649943064101,5.064725925925927,208.54881002627772,7.524090990060578,22.17688255907152,0.3099259259259259,745.0091037037037,24.453266554196706,1.0310007387299405,6.150448776026128,3.756540740740741,103.66666666666669,-0.3684176278603355,-0.1916666666666666,4.661666666666667,0.2666666666666666,1.0,0.0,0.0,1.4516666666666669,2.0,46.32837159625973,459.75115995116,481.2337108756547,-6.85702783218574,16.657166666666665,17.53333333333333,0.4883333333333333,0.6352220550361707,-5.0553333333333335,217.3663501589033,6.6833943833943765,21.874361628709448,0.2216666666666666,459.2765,24.084126984127,1.2625177607274798,6.141121666057728,4.340833333333333,-0.052,0.0,21,72.176,31.117,41.059,1312.042,3.0,5.46,0.83,0.19,-33.5,2.75,3,-1,46.667,2.663,6.035,0.297,Vacant,0.5,0.0,0.0,0.0,0.5,0.7555555555555555,0.074074074074074,0.0962962962962963,0.0222222222222222,0.0518518518518518,0.4381443298969072,0.0695876288659793,0.2345360824742268,0.095360824742268,0.1623711340206185
8HDD_A:GLN:412,4.961340206185567,1.4329896907216495,1.5206185567010309,0.0257731958762886,4.950704225352113,1.1901408450704225,1.267605633802817,0.0845070422535211,1.0,0.3333333333333333,0.4444444444444444,0.0,132.48118556701027,-0.2936053209351482,0.1905670103092784,6.278969072164949,0.2776546391752577,0.520618556701031,0.0257731958762886,0.4329896907216495,2.117474226804124,2.2577319587628866,182.15516769871547,514.8840198081218,475.0215005449832,-3.0147039955024826,16.73892268041237,11.931958762886598,0.5678350515463917,-0.0925154152451201,0.0840927835051543,233.74707182034905,8.449764623031573,23.43724561947333,0.290180412371134,857.8501829896908,26.173669436313947,1.0466477967734211,6.944428349596845,3.008144329896908,134.0767605633803,-0.3238024779839258,0.7783098591549293,6.0609859154929575,0.2974647887323944,0.2676056338028169,0.0845070422535211,0.1901408450704225,2.403661971830985,1.1549295774647887,-116.68347606380848,484.1764049043363,422.6105827411523,-1.3392024578003612,19.867429577464787,12.26619718309859,0.6254225352112677,-0.466474455842338,6.021478873239437,214.80191269136216,8.70983970958135,20.48158389111492,0.3279577464788732,815.8826338028169,23.30760524769773,1.0048770689473765,6.944766872630916,3.413654929577465,119.53333333333332,0.0394009786388854,0.2644444444444444,6.265555555555555,0.2344444444444444,0.3333333333333333,0.0,0.2222222222222222,1.85,1.3333333333333333,17.431567348197873,552.7928220956,449.2083528273914,0.133367022773309,9.678000000000004,13.533333333333337,0.5122222222222222,0.0906009476833666,0.0504444444444442,233.2892079445328,8.661124960430506,25.228102065198843,0.2777777777777778,770.7256666666667,32.72185224754669,0.9091454805737512,5.865612997887328,2.617333333333333,-0.046,0.0,15,71.723,34.287,37.436,898.778,1.0,4.465,0.799,0.133,9.75,4.0,1,1,33.333,2.888,6.425,0.442,Vacant,0.6666666666666666,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.6197183098591549,0.0985915492957746,0.2112676056338028,0.028169014084507,0.0422535211267605,0.4097938144329897,0.0876288659793814,0.2061855670103092,0.1469072164948453,0.1494845360824742
8KCZ_A:GLU:255,4.561855670103093,1.3608247422680413,1.559278350515464,0.0206185567010309,4.562962962962963,1.0740740740740742,1.2148148148148148,0.0444444444444444,2.0,0.5,0.5833333333333334,0.0,123.93814432989689,-0.2774052574918756,0.1779123711340205,5.997010309278351,0.2845876288659793,0.5592783505154639,0.0206185567010309,0.3608247422680412,1.8809020618556704,2.164948453608248,134.92202081126825,472.2641681554247,470.4542626710252,-1.586897792882936,18.13253865979381,14.825515463917522,0.5553350515463917,-0.0611180231509259,0.787226804123711,223.7595863895687,7.1190847803486434,23.991060074293497,0.2707474226804123,761.9940721649485,25.02845026479725,1.130305965912753,6.463041037815841,3.677809278350516,124.5837037037037,-0.1960865985384152,0.7418518518518517,5.955407407407407,0.29,0.2148148148148148,0.0444444444444444,0.074074074074074,2.138592592592592,0.7185185185185186,-52.1527808852167,461.530371784208,415.0878203602914,1.1623473766523884,17.132970370370366,14.925185185185184,0.599925925925926,-0.3929649943064101,5.064725925925927,208.54881002627772,7.524090990060578,22.17688255907152,0.3099259259259259,745.0091037037037,24.453266554196706,1.0310007387299405,6.150448776026128,3.756540740740741,144.525,-0.5267895393103665,0.6133333333333334,5.740833333333334,0.3358333333333334,0.5,0.0833333333333333,0.4166666666666667,2.563333333333333,1.8333333333333333,-163.99606780777782,447.6982806017895,481.3200728672722,-2.376194353776744,17.392416666666666,8.908333333333333,0.6491666666666668,-0.2976462841279973,3.376333333333333,222.6690121469782,8.18607567708446,18.984323831507805,0.3133333333333333,835.8562499999999,18.44440062049711,1.1854947655780403,7.908848921113562,2.9864999999999995,-0.066,0.001,16,55.302,23.904,31.398,118.159,6.0,3.712,0.353,0.438,0.667,4.556,7,-1,42.857,1.871,4.789,0.308,Vacant,0.5,0.0,0.3333333333333333,0.0,0.1666666666666666,0.7555555555555555,0.074074074074074,0.0962962962962963,0.0222222222222222,0.0518518518518518,0.4381443298969072,0.0695876288659793,0.2345360824742268,0.095360824742268,0.1623711340206185
